timestamp,timestamp_ns,rtt_ms,ttl,bytes
2026-06-11 05:50:04.502,1781157004502227000,,,
2026-06-11 05:50:05.513,1781157005513827000,,,
2026-06-11 05:50:06.524,1781157006524285000,,,
2026-06-11 05:50:07.536,1781157007536818000,,,
2026-06-11 05:50:08.547,1781157008548101000,,,
2026-06-11 05:50:09.559,1781157009559737000,,,
2026-06-11 05:50:10.571,1781157010571339000,,,
2026-06-11 05:50:11.589,1781157011589159000,,,
2026-06-11 05:50:12.600,1781157012600480000,,,
2026-06-11 05:50:13.611,1781157013612111000,,,
2026-06-11 05:50:14.623,1781157014623329000,,,
2026-06-11 05:50:15.635,1781157015635759000,,,
2026-06-11 05:50:16.648,1781157016648418000,,,
2026-06-11 05:50:17.659,1781157017659979000,,,
2026-06-11 05:50:18.673,1781157018674154000,,,
2026-06-11 05:50:19.686,1781157019686912000,,,
2026-06-11 05:50:20.698,1781157020699007000,,,
2026-06-11 05:50:21.712,1781157021712570000,,,
2026-06-11 05:50:22.724,1781157022724440000,,,
2026-06-11 05:50:23.735,1781157023735858000,,,
2026-06-11 05:50:24.749,1781157024749818000,,,
2026-06-11 05:50:25.760,1781157025761000000,,,
2026-06-11 05:50:26.772,1781157026772872000,,,
2026-06-11 05:50:27.784,1781157027784695000,,,
2026-06-11 05:50:28.796,1781157028796352000,,,
2026-06-11 05:50:29.808,1781157029808289000,,,
2026-06-11 05:50:30.820,1781157030820448000,,,
2026-06-11 05:50:31.832,1781157031832296000,,,
2026-06-11 05:50:32.844,1781157032844524000,,,
2026-06-11 05:50:33.856,1781157033856326000,,,
2026-06-11 05:50:34.868,1781157034868367000,,,
2026-06-11 05:50:35.880,1781157035880202000,,,
2026-06-11 05:50:36.892,1781157036892407000,,,
2026-06-11 05:50:37.903,1781157037903827000,,,
2026-06-11 05:50:38.913,1781157038914142000,,,
2026-06-11 05:50:39.925,1781157039926011000,,,
2026-06-11 05:50:40.937,1781157040937691000,815.456000,64,64
2026-06-11 05:50:41.942,1781157041942925000,573.745000,64,64
2026-06-11 05:50:42.947,1781157042948029000,382.087000,64,64
2026-06-11 05:50:43.952,1781157043953048000,626.702000,64,64
2026-06-11 05:50:44.957,1781157044958212000,127.350000,64,64
2026-06-11 05:50:45.963,1781157045963353000,750.255000,64,64
2026-06-11 05:50:46.968,1781157046968495000,,,
2026-06-11 05:50:47.982,1781157047982855000,,,
2026-06-11 05:50:48.994,1781157048994346000,,,
2026-06-11 05:50:50.008,1781157050009118000,,,
2026-06-11 05:50:51.021,1781157051021387000,,,
2026-06-11 05:50:52.031,1781157052031919000,,,
2026-06-11 05:50:53.043,1781157053043830000,818.679000,64,64
2026-06-11 05:50:54.048,1781157054049044000,373.393000,64,64
2026-06-11 05:50:55.053,1781157055054128000,688.947000,64,64
2026-06-11 05:50:56.057,1781157056057490000,730.141000,64,64
2026-06-11 05:50:57.062,1781157057062625000,666.725000,64,64
2026-06-11 05:50:58.067,1781157058067703000,413.880000,64,64
2026-06-11 05:50:59.072,1781157059072824000,383.301000,64,64
2026-06-11 05:51:00.077,1781157060077872000,364.532000,64,64
2026-06-11 05:51:01.082,1781157061083055000,637.475000,64,64
2026-06-11 05:51:02.087,1781157062088107000,167.983000,64,64
2026-06-11 05:51:03.092,1781157063093218000,550.903000,64,64
2026-06-11 05:51:04.097,1781157064097465000,105.071000,64,64
2026-06-11 05:51:05.102,1781157065102524000,695.677000,64,64
2026-06-11 05:51:06.107,1781157066107638000,,,
2026-06-11 05:51:07.119,1781157067119722000,378.684000,64,64
2026-06-11 05:51:08.124,1781157068124943000,162.571000,64,64
2026-06-11 05:51:09.129,1781157069130037000,736.582000,64,64
2026-06-11 05:51:10.134,1781157070135187000,449.244000,64,64
2026-06-11 05:51:11.139,1781157071140193000,885.353000,64,64
2026-06-11 05:51:12.142,1781157072142547000,62.892000,64,64
2026-06-11 05:51:13.152,1781157073152776000,,,
2026-06-11 05:51:14.172,1781157074172713000,,,
2026-06-11 05:51:15.186,1781157075186959000,476.038000,64,64
2026-06-11 05:51:16.196,1781157076197184000,132.085000,64,64
2026-06-11 05:51:17.206,1781157077207093000,,,
2026-06-11 05:51:18.218,1781157078218546000,,,
2026-06-11 05:52:13.944,1781157133944645000,,,
2026-06-11 05:52:14.977,1781157134977404000,,,
2026-06-11 05:52:15.989,1781157135989935000,,,
2026-06-11 05:52:17.002,1781157137002472000,,,
2026-06-11 05:52:18.013,1781157138013097000,,,
2026-06-11 05:52:19.019,1781157139019228000,,,
2026-06-11 05:52:20.032,1781157140032861000,,,
2026-06-11 05:52:21.041,1781157141041821000,,,
2026-06-11 05:52:22.050,1781157142051477000,,,
2026-06-11 05:52:23.080,1781157143080326000,,,
2026-06-11 05:52:24.094,1781157144094265000,,,
2026-06-11 05:52:25.107,1781157145107397000,,,
2026-06-11 05:52:26.118,1781157146118500000,,,
2026-06-11 05:52:27.127,1781157147127952000,,,
2026-06-11 05:52:28.139,1781157148139483000,,,
2026-06-11 05:52:29.155,1781157149155380000,,,
2026-06-11 05:52:30.168,1781157150168774000,,,
2026-06-11 05:52:31.180,1781157151180328000,,,
2026-06-11 05:52:32.193,1781157152193787000,,,
2026-06-11 05:52:33.206,1781157153206247000,,,
2026-06-11 05:52:34.217,1781157154217930000,,,
2026-06-11 05:52:35.230,1781157155230210000,,,
2026-06-11 05:52:36.242,1781157156242951000,,,
2026-06-11 05:52:37.256,1781157157257065000,,,
2026-06-11 05:52:38.268,1781157158268314000,,,
2026-06-11 05:52:39.279,1781157159279211000,,,
2026-06-11 05:52:40.293,1781157160293272000,,,
2026-06-11 05:52:41.301,1781157161301569000,,,
2026-06-11 05:52:42.309,1781157162309757000,,,
2026-06-11 05:52:43.323,1781157163323172000,,,
2026-06-11 05:52:44.334,1781157164334898000,,,
2026-06-11 05:52:45.349,1781157165349591000,,,
2026-06-11 05:52:46.363,1781157166363264000,,,
2026-06-11 05:52:47.374,1781157167374158000,,,
2026-06-11 05:52:48.387,1781157168387685000,,,
2026-06-11 05:52:49.400,1781157169401097000,,,
2026-06-11 05:52:50.414,1781157170414191000,,,
2026-06-11 05:52:51.424,1781157171424378000,,,
2026-06-11 05:52:52.434,1781157172434450000,,,
2026-06-11 05:52:53.448,1781157173449021000,,,
2026-06-11 05:52:54.462,1781157174462418000,,,
2026-06-11 05:52:55.476,1781157175476800000,,,
2026-06-11 05:52:56.490,1781157176490731000,,,
2026-06-11 05:52:57.503,1781157177504099000,,,
2026-06-11 05:52:58.517,1781157178517159000,,,
2026-06-11 05:52:59.530,1781157179530560000,,,
2026-06-11 05:53:00.544,1781157180544211000,,,
2026-06-11 05:53:01.554,1781157181554197000,,,
2026-06-11 05:53:02.567,1781157182567330000,,,
2026-06-11 05:53:03.580,1781157183580288000,,,
2026-06-11 05:53:04.593,1781157184594038000,,,
2026-06-11 05:53:05.607,1781157185607368000,,,
2026-06-11 05:53:06.620,1781157186621107000,,,
2026-06-11 05:53:07.634,1781157187634171000,,,
2026-06-11 05:53:08.647,1781157188647341000,,,
2026-06-11 05:53:09.660,1781157189660463000,,,
2026-06-11 05:53:10.673,1781157190673220000,,,
2026-06-11 05:53:11.682,1781157191682628000,,,
2026-06-11 05:53:12.696,1781157192696629000,,,
2026-06-11 05:53:13.709,1781157193709174000,,,
2026-06-11 05:53:14.722,1781157194722270000,,,
2026-06-11 05:53:15.732,1781157195733007000,,,
2026-06-11 05:53:16.747,1781157196747932000,,,
2026-06-11 05:53:17.757,1781157197757440000,,,
2026-06-11 05:53:18.770,1781157198770586000,,,
2026-06-11 05:53:19.781,1781157199781930000,,,
2026-06-11 05:53:20.795,1781157200795588000,,,
2026-06-11 05:53:21.810,1781157201810736000,,,
