timestamp,timestamp_ns,rtt_ms,ttl,bytes,own_ip,router_ip,ssid,bssid,rssi_dbm,noise_dbm,tx_rate_mbps,channel,phy_mode,mcs,nss
2026-06-11 11:52:16.837,1781171536838069000,4.249,64.0,64.0,,,,,,,,,,,
2026-06-11 11:52:17.842,1781171537843234000,4.913,64.0,64.0,,,,,,,,,,,
2026-06-11 11:52:18.847,1781171538848098000,4.257,64.0,64.0,,,,,,,,,,,
2026-06-11 11:52:19.853,1781171539853373000,39.113,64.0,64.0,,,,,,,,,,,
2026-06-11 11:52:20.854,1781171540854468000,86.754,64.0,64.0,,,,,,,,,,,
2026-06-11 11:52:21.856,1781171541856933000,132.795,64.0,64.0,,,,,,,,,,,
2026-06-11 11:52:22.858,1781171542858890000,8.734,64.0,64.0,,,,,,,,,,,
2026-06-11 11:52:23.863,1781171543863787000,5.784,64.0,64.0,,,,,,,,,,,
2026-06-11 11:52:24.868,1781171544868944000,18.969,64.0,64.0,,,,,,,,,,,
2026-06-11 11:52:25.870,1781171545870362000,17.509,64.0,64.0,,,,,,,,,,,
2026-06-11 11:52:26.872,1781171546873181000,8.195,64.0,64.0,,,,,,,,,,,
2026-06-11 11:52:27.878,1781171547878266000,3.853,64.0,64.0,,,,,,,,,,,
2026-06-11 11:52:28.883,1781171548883188000,3.122,64.0,64.0,,,,,,,,,,,
2026-06-11 11:52:29.888,1781171549888393000,3.268,64.0,64.0,,,,,,,,,,,
2026-06-11 11:52:30.889,1781171550889765000,2.983,64.0,64.0,,,,,,,,,,,
2026-06-11 11:52:31.894,1781171551894829000,3.48,64.0,64.0,,,,,,,,,,,
2026-06-11 11:52:32.899,1781171552899935000,3.191,64.0,64.0,,,,,,,,,,,
2026-06-11 11:52:33.904,1781171553904636000,5.791,64.0,64.0,,,,,,,,,,,
2026-06-11 11:52:34.909,1781171554909857000,6.5,64.0,64.0,,,,,,,,,,,
2026-06-11 11:52:35.913,1781171555913969000,6.885,64.0,64.0,,,,,,,,,,,
